Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Summit,Year,Latitude_value,Longitude_value
Kilauea,Confirmed Eruption,1,United States,Hawaii and Pacific Ocean,13,1222,1961,19.421,-155.287
Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,14,1797,1961,2.781,125.407
Kilauea,Confirmed Eruption,1,United States,Hawaii and Pacific Ocean,13,1222,1961,19.421,-155.287
Calbuco,Confirmed Eruption,3,Chile,South America,14,1974,1961,-41.33,-72.618
Gorely,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,1,1799,1961,52.559,158.03
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,1960,-5.525,148.42
Slamet,Confirmed Eruption,2,Indonesia,Indonesia,14,3428,1960,-7.242,109.208
Mutnovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,2,2288,1960,52.449,158.196
Klyuchevskoy,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,4754,1960,56.056,160.642
San Pedro-San Pablo,Confirmed Eruption,2,Chile,South America,14,6142,1960,-21.888,-68.391
Guallatiri,Confirmed Eruption,2,Chile,South America,14,6071,1960,-18.42,-69.092
Chirpoi,Confirmed Eruption,2,Russia,Kuril Islands,1,742,1960,46.532,150.871
Okmok,Confirmed Eruption,3,United States,Alaska,13,1073,1960,53.43,-168.13
Nasudake,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,1915,1960,37.125,139.963
"Negro, Cerro",Confirmed Eruption,3,Nicaragua,México and Central America,11,728,1960,12.506,-86.702
Ketoi,Confirmed Eruption,2,Russia,Kuril Islands,14,1172,1960,47.35,152.475
Ambrym,Confirmed Eruption,1,Vanuatu,Melanesia and Australia,12,1334,1960,-16.25,168.12
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1960,43.384,144.013
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,1960,32.884,131.104
Sarychev Peak,Confirmed Eruption,3,Russia,Kuril Islands,14,1496,1960,48.092,153.2
Ulawun,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,2334,1960,-5.05,151.33
Myojinsho,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",16,11,1960,31.888,139.918
Epi,Confirmed Eruption,0,Vanuatu,Melanesia and Australia,14,833,1960,-16.68,168.37
Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,14,3800,1960,-1.697,101.264
Tupungatito,Confirmed Eruption,2,Chile-Argentina,South America,14,5660,1960,-33.425,-69.797
Planchon-Peteroa,Confirmed Eruption,1,Chile,South America,14,3977,1960,-35.223,-70.568
Lopevi,Confirmed Eruption,3,Vanuatu,Melanesia and Australia,14,1413,1960,-16.507,168.346
Suwanosejima,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,796,1960,29.638,129.714
Pavlof,Confirmed Eruption,2,United States,Alaska,14,2493,1960,55.417,-161.894
San Jose,Confirmed Eruption,2,Chile-Argentina,South America,14,6070,1960,-33.789,-69.895
Copahue,Confirmed Eruption,0,Chile-Argentina,South America,14,2953,1960,-37.856,-71.183
Reventador,Confirmed Eruption,3,Ecuador,South America,14,3562,1960,-0.077,-77.656
Puyehue-Cordon Caulle,Confirmed Eruption,3,Chile,South America,14,2236,1960,-40.59,-72.117
Bam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,685,1960,-3.613,144.818
Karymsky,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,1513,1960,54.049,159.443
Bezymianny,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,2882,1960,55.972,160.595
"Lengai, Ol Doinyo",Confirmed Eruption,3,Tanzania,Africa and Red Sea,14,2962,1960,-2.764,35.914
Sirung,Confirmed Eruption,2,Indonesia,Indonesia,2,862,1960,-8.508,124.13
Erta Ale,Confirmed Eruption,0,Ethiopia,Africa and Red Sea,13,613,1960,13.6,40.67
Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",1,1592,1960,32.884,131.104
Kilauea,Confirmed Eruption,2,United States,Hawaii and Pacific Ocean,13,1222,1960,19.421,-155.287
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1960,-21.244,55.708
Lautaro,Confirmed Eruption,2,Chile,South America,14,3542,1959,-49.019,-73.504
Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,1807,1959,-4.08,145.037
Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,1,155,1959,-6.102,105.423
Whakaari/White Island,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,294,1959,-37.52,177.18
Lascar,Confirmed Eruption,2,Chile,South America,14,5592,1959,-23.37,-67.73
Kilauea,Confirmed Eruption,2,United States,Hawaii and Pacific Ocean,13,1222,1959,19.421,-155.287
Planchon-Peteroa,Confirmed Eruption,1,Chile,South America,14,3977,1959,-35.223,-70.568
Etna,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,14,3320,1959,37.748,14.999
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1959,34.724,139.394
Tupungatito,Confirmed Eruption,2,Chile-Argentina,South America,14,5660,1959,-33.425,-69.797
Bezymianny,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,2882,1959,55.972,160.595
Kuwae,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,1,-2,1959,-16.829,168.536
Tokachidake,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,2077,1959,43.418,142.686
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,1959,32.884,131.104
Kasuga 1,Confirmed Eruption,0,United States,"Japan, Taiwan, Marianas",16,-598,1959,21.765,143.71
Guallatiri,Confirmed Eruption,2,Chile,South America,14,6071,1959,-18.42,-69.092
San Jose,Confirmed Eruption,2,Chile-Argentina,South America,14,6070,1959,-33.789,-69.895
Kverkfjoll,Confirmed Eruption,1,Iceland,Iceland and Arctic Ocean,14,1930,1959,64.653,-16.647
Zhupanovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,3,2899,1959,53.589,159.15
Myojinsho,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",16,11,1959,31.888,139.918
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1959,55.832,160.326
Bagana,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,8,1855,1959,-6.137,155.196
"Azul, Cerro",Confirmed Eruption,2,Ecuador,South America,13,1640,1959,-0.92,-91.408
Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,1807,1959,-4.08,145.037
Io-Torishima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",2,212,1959,27.881,128.223
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1959,-39.157,175.632
Ruapehu,Confirmed Eruption,1,New Zealand,New Zealand to Fiji,14,2797,1959,-39.28,175.57
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1959,43.384,144.013
Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,12,1334,1959,-16.25,168.12
Bam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,685,1959,-3.613,144.818
Tupungatito,Confirmed Eruption,2,Chile-Argentina,South America,14,5660,1959,-33.425,-69.797
Etna,Confirmed Eruption,1,Italy,Mediterranean and Western Asia,14,3320,1959,37.748,14.999
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1959,-21.244,55.708
Kirishimayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",13,1700,1959,31.934,130.862
Cameroon,Confirmed Eruption,2,Cameroon,Africa and Red Sea,14,4095,1959,4.203,9.17
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1959,34.724,139.394
Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,4754,1959,56.056,160.642
Kusatsu-Shiranesan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,2165,1958,36.618,138.528
Tofua,Confirmed Eruption,2,Tonga,New Zealand to Fiji,1,515,1958,-19.75,-175.07
Bezymianny,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,2882,1958,55.972,160.595
Whakaari/White Island,Confirmed Eruption,1,New Zealand,New Zealand to Fiji,14,294,1958,-37.52,177.18
Kavachi,Confirmed Eruption,0,Solomon Islands,Melanesia and Australia,16,-20,1958,-8.991,157.979
Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,12,1334,1958,-16.25,168.12
Etna,Confirmed Eruption,1,Italy,Mediterranean and Western Asia,14,3320,1958,37.748,14.999
Reventador,Confirmed Eruption,3,Ecuador,South America,14,3562,1958,-0.077,-77.656
Villarrica,Confirmed Eruption,1,Chile,South America,14,2847,1958,-39.42,-71.93
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1958,-39.157,175.632
Marapi,Confirmed Eruption,1,Indonesia,Indonesia,2,2885,1958,-0.38,100.474
Kuwae,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,1,-2,1958,-16.829,168.536
Tokachidake,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,2077,1958,43.418,142.686
Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",2,2568,1958,36.406,138.523
Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,1,155,1958,-6.102,105.423
Epi,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,14,833,1958,-16.68,168.37
Fernandina,Confirmed Eruption,2,Ecuador,South America,13,1476,1958,-0.37,-91.55
Slamet,Confirmed Eruption,2,Indonesia,Indonesia,14,3428,1958,-7.242,109.208
Bam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,685,1958,-3.613,144.818
Okmok,Confirmed Eruption,3,United States,Alaska,13,1073,1958,53.43,-168.13
Nyamulagira,Confirmed Eruption,2,DR Congo,Africa and Red Sea,13,3058,1958,-1.408,29.2
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1958,55.832,160.326
Mahawu,Confirmed Eruption,2,Indonesia,Indonesia,14,1299,1958,1.352,124.865
Rumble III,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,16,-220,1958,-35.745,178.478
Sangeang Api,Confirmed Eruption,1,Indonesia,Indonesia,2,1912,1958,-8.2,119.07
Moyorodake [Medvezhia],Confirmed Eruption,1,Japan - administered by Russia,Kuril Islands,14,1124,1958,45.389,148.838
Myojinsho,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",16,11,1958,31.888,139.918
Poas,Confirmed Eruption,2,Costa Rica,México and Central America,14,2697,1958,10.2,-84.233
Marapi,Confirmed Eruption,1,Indonesia,Indonesia,2,2885,1958,-0.38,100.474
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1958,-21.244,55.708
Chikurachki,Confirmed Eruption,2,Russia,Kuril Islands,14,1781,1958,50.324,155.461
Bezymianny,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,2882,1958,55.972,160.595
Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,4754,1958,56.056,160.642
Pavlof,Confirmed Eruption,2,United States,Alaska,14,2493,1958,55.417,-161.894
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,1958,-5.525,148.42
Slamet,Confirmed Eruption,2,Indonesia,Indonesia,14,3428,1958,-7.242,109.208
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1958,34.724,139.394
Bam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,685,1958,-3.613,144.818
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1958,43.384,144.013
Lokon-Empung,Confirmed Eruption,2,Indonesia,Indonesia,14,1580,1958,1.358,124.792
"Lengai, Ol Doinyo",Confirmed Eruption,1,Tanzania,Africa and Red Sea,14,2962,1958,-2.764,35.914
Ulawun,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,2334,1958,-5.05,151.33
Bezymianny,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,2882,1958,55.972,160.595
Tupungatito,Confirmed Eruption,2,Chile-Argentina,South America,14,5660,1958,-33.425,-69.797
Nyamulagira,Confirmed Eruption,0,DR Congo,Africa and Red Sea,13,3058,1957,-1.408,29.2
Whakaari/White Island,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,294,1957,-37.52,177.18
Zavaritzki Caldera,Confirmed Eruption,3,Russia,Kuril Islands,1,624,1957,46.925,151.95
Bam,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,14,685,1957,-3.613,144.818
Rasshua,Confirmed Eruption,1,Russia,Kuril Islands,14,956,1957,47.77,153.02
Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",1,1592,1957,32.884,131.104
Fayal,Confirmed Eruption,2,Portugal,Atlantic Ocean,14,1041,1957,38.576,-28.713
"Negro, Cerro",Confirmed Eruption,2,Nicaragua,México and Central America,11,728,1957,12.506,-86.702
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1957,-21.244,55.708
Ambrym,Confirmed Eruption,1,Vanuatu,Melanesia and Australia,12,1334,1957,-16.25,168.12
Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,3320,1957,37.748,14.999
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1957,34.724,139.394
Visoke,Confirmed Eruption,1,DR Congo-Rwanda,Africa and Red Sea,14,3696,1957,-1.458,29.485
Bezymianny,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,2882,1957,55.972,160.595
Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,4754,1957,56.056,160.642
Trident,Confirmed Eruption,2,United States,Alaska,14,1864,1957,58.236,-155.1
Akita-Yakeyama,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,1366,1957,39.964,140.757
Sangeang Api,Confirmed Eruption,1,Indonesia,Indonesia,2,1912,1957,-8.2,119.07
Purace,Confirmed Eruption,2,Colombia,South America,14,4650,1957,2.32,-76.4
"Negra, Sierra",Confirmed Eruption,0,Ecuador,South America,13,1124,1957,-0.83,-91.17
Fonualei,Confirmed Eruption,0,Tonga,New Zealand to Fiji,14,188,1957,-18.023,-174.317
Chikurachki,Confirmed Eruption,2,Russia,Kuril Islands,14,1781,1957,50.324,155.461
Colima,Confirmed Eruption,1,Mexico,México and Central America,14,3850,1957,19.514,-103.62
Myojinsho,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",16,11,1957,31.888,139.918
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,1957,32.884,131.104
Ioto,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,169,1957,24.751,141.289
Concepcion,Confirmed Eruption,2,Nicaragua,México and Central America,14,1700,1957,11.538,-85.622
Gede-Pangrango,Confirmed Eruption,2,Indonesia,Indonesia,14,3008,1957,-6.77,106.965
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1957,43.384,144.013
Fuego,Confirmed Eruption,3,Guatemala,México and Central America,14,3763,1957,14.473,-90.88
Slamet,Confirmed Eruption,2,Indonesia,Indonesia,14,3428,1957,-7.242,109.208
Kavachi,Confirmed Eruption,0,Solomon Islands,Melanesia and Australia,16,-20,1957,-8.991,157.979
Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,3320,1957,37.748,14.999
Tangkuban Parahu,Confirmed Eruption,1,Indonesia,Indonesia,14,2084,1957,-6.77,107.6
Zhupanovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,3,2899,1956,53.589,159.15
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,1956,32.884,131.104
Koryaksky,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,3430,1956,53.321,158.712
Sangeang Api,Confirmed Eruption,1,Indonesia,Indonesia,2,1912,1956,-8.2,119.07
Manam,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,14,1807,1956,-4.08,145.037
Ruapehu,Confirmed Eruption,1,New Zealand,New Zealand to Fiji,14,2797,1956,-39.28,175.57
Nyamulagira,Confirmed Eruption,1,DR Congo,Africa and Red Sea,13,3058,1956,-1.408,29.2
Suwanosejima,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,796,1956,29.638,129.714
Soufriere Guadeloupe,Confirmed Eruption,1,France,West Indies,14,1467,1956,16.044,-61.664
Villarrica,Confirmed Eruption,1,Chile,South America,14,2847,1956,-39.42,-71.93
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1956,55.832,160.326
Trident,Confirmed Eruption,2,United States,Alaska,14,1864,1956,58.236,-155.1
Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",1,1592,1956,32.884,131.104
Purace,Confirmed Eruption,2,Colombia,South America,14,4650,1956,2.32,-76.4
Bagana,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,8,1855,1956,-6.137,155.196
Matthew Island,Confirmed Eruption,0,France,Melanesia and Australia,14,177,1956,-22.33,171.32
Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,14,2329,1956,-7.942,112.95
Tokachidake,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,2077,1956,43.418,142.686
Dieng Volcanic Complex,Confirmed Eruption,1,Indonesia,Indonesia,2,2565,1956,-7.2,109.879
Karthala,Confirmed Eruption,2,Comoros,Middle East and Indian Ocean,13,2361,1956,-11.75,43.38
Ubinas,Confirmed Eruption,2,Peru,South America,14,5672,1956,-16.355,-70.903
Gede-Pangrango,Confirmed Eruption,2,Indonesia,Indonesia,14,3008,1956,-6.77,106.965
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,1956,-5.525,148.42
Kaba,Confirmed Eruption,2,Indonesia,Indonesia,14,1940,1956,-3.522,102.615
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1956,43.384,144.013
Karymsky,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,1513,1956,54.049,159.443
Veniaminof,Confirmed Eruption,3,United States,Alaska,14,2507,1956,56.17,-159.38
Raung,Confirmed Eruption,3,Indonesia,Indonesia,14,3260,1956,-8.119,114.056
Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,4754,1956,56.056,160.642
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,1956,-39.157,175.632
Bristol Island,Confirmed Eruption,3,United Kingdom,Antarctica,14,1100,1956,-59.017,-26.533
Asosan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",1,1592,1956,32.884,131.104
Izu-Oshima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,746,1956,34.724,139.394
Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,14,2329,1955,-7.942,112.95
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,1955,43.384,144.013
Slamet,Confirmed Eruption,2,Indonesia,Indonesia,14,3428,1955,-7.242,109.208
Bezymianny,Confirmed Eruption,5,Russia,Kamchatka and Mainland Asia,14,2882,1955,55.972,160.595
Llaima,Confirmed Eruption,3,Chile,South America,14,3125,1955,-38.692,-71.729
Aira,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",1,1117,1955,31.593,130.657
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1955,55.832,160.326
Carran-Los Venados,Confirmed Eruption,4,Chile,South America,11,1114,1955,-40.35,-72.07
Fuego,Confirmed Eruption,1,Guatemala,México and Central America,14,3763,1955,14.473,-90.88
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,1955,32.884,131.104
Shishaldin,Confirmed Eruption,2,United States,Alaska,14,2857,1955,54.756,-163.97
"Fournaise, Piton de la",Confirmed Eruption,2,France,Middle East and Indian Ocean,13,2632,1955,-21.244,55.708
Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,12,1334,1955,-16.25,168.12
Sangeang Api,Confirmed Eruption,1,Indonesia,Indonesia,2,1912,1955,-8.2,119.07
Karymsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,1513,1955,54.049,159.443
Chirinkotan,Confirmed Eruption,2,Russia,Kuril Islands,14,724,1955,48.98,153.48
Reventador,Confirmed Eruption,2,Ecuador,South America,14,3562,1955,-0.077,-77.656
Erebus,Confirmed Eruption,2,Antarctica,Antarctica,14,3794,1955,-77.53,167.17
Myojinsho,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",16,11,1955,31.888,139.918
Long Island,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,2,1280,1955,-5.358,147.12
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,1955,-5.525,148.42
Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,3320,1955,37.748,14.999
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,1955,19.421,-155.287
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,1955,-5.525,148.42
Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,1,155,1955,-6.102,105.423
"Lengai, Ol Doinyo",Confirmed Eruption,2,Tanzania,Africa and Red Sea,14,2962,1955,-2.764,35.914
Raung,Confirmed Eruption,2,Indonesia,Indonesia,14,3260,1955,-8.119,114.056
Whakaari/White Island,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,294,1955,-37.52,177.18
Tolbachik,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,13,3611,1955,55.832,160.326
Dieng Volcanic Complex,Confirmed Eruption,0,Indonesia,Indonesia,2,2565,1954,-7.2,109.879
Shikotsu,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1320,1954,42.688,141.38
"Negra, Sierra",Confirmed Eruption,2,Ecuador,South America,13,1124,1954,-0.83,-91.17
Sangeang Api,Confirmed Eruption,2,Indonesia,Indonesia,2,1912,1954,-8.2,119.07
Myojinsho,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",16,11,1954,31.888,139.918
"Pilas, Las",Confirmed Eruption,2,Nicaragua,México and Central America,2,1088,1954,12.495,-86.688
San Miguel,Confirmed Eruption,2,El Salvador,México and Central America,14,2130,1954,13.434,-88.269
Matthew Island,Confirmed Eruption,2,France,Melanesia and Australia,14,177,1954,-22.33,171.32
